Sentence,Words,Template,Keywords,Slope_F1A,Inflection_F1A,Screening_F1A,Screening_F1P,Screening_F1V,Screening_F2A,Screening_F2P,Screening_F2V,Screening_M1A,Screening_M1P,Screening_M1V,Screening_M2A,Screening_M2P,Screening_M2V,Naturalness,Discomfort,Responses
1143,Chefen bestemmer selvfølgelig over sit mandskab,3,"chefen, bestemmer, mandskab",9.645029549,-6.220980756,1,1,1,1,1,1,1,1,0,1,1,1,5.88,0,8
1144,Det varierer hvordan vi står i meningsmålingerne,4,"varierer, står, meningsmålingerne",16.38304719,-5.147266154,1,1,1,1,1,0,1,1,0,1,1,1,6.25,0,8
1145,Det var optimalt at de forsynede os med så mange løg,5,"optimalt, forsynede, løg",7.647660943,-3.728662592,1,1,1,1,1,1,1,1,0,1,1,1,3.88,0,8
1146,I går cyklede vi rent faktisk mere end hundrede kilometer,6,"går, cyklede, kilometer",40.08357243,-3.996010996,1,1,1,1,1,1,1,1,1,1,1,1,5,0,8
1147,Han har altid gerne villet fylde hele højskolen med kunst,7,"fylde, højskolen, kunst",14.34059323,-1.245480852,1,1,1,1,1,1,1,1,0,1,1,1,5.38,0,8
1148,Hun føler at I har bidraget meget til hendes kampagne,8,"føler, bidraget, kampagne",14.63686632,-5.995955908,1,1,1,1,1,1,1,1,1,1,0,0,6.38,0,8
1149,Det var en slutning som virkelig rystede vores læsere,9,"slutning, rystede, læsere",47.09075718,-5.525089744,1,1,1,1,1,1,1,1,1,1,1,1,6.38,0,8
1150,Fodboldspillerne festede med mig og mine gæster,10,"fodboldspillerne, festede, gæster",11.99400502,-2.916393846,1,1,1,1,1,1,1,1,0,1,1,1,6.13,0,8
1151,Der var en arkitekt der gennemgik hele vores villa,1,"arkitekt, gennemgik, villa",10.77680373,-5.899253417,1,1,1,1,1,0,1,1,0,1,1,1,5.63,0,8
1152,Jeg var meget ung da jeg opbyggede mit netværk,2,"ung, opbyggede, netværk",12.09080401,-3.718615349,1,1,1,1,0,1,1,1,1,1,0,1,5.63,0,8
1153,Vores virksomhed har skilt sig af med alle rederierne,3,"virksomhed, skilt, rederierne",5.894984102,-5.133651163,0,1,1,1,0,1,1,1,1,1,1,1,5.5,0,8
1154,Vi diskuterer stadig hvor vi skal sejle hen i morgen,4,"diskuterer, sejle, morgen",7.950126272,-6.713128616,1,1,1,1,1,1,1,1,0,1,0,1,6.63,0,8
1155,Det er korrekt at vi beskæftiger os meget med klimaet,5,"korrekt, beskæftiger, klimaet",4.841198992,-2.614226636,1,1,1,1,1,1,1,1,1,1,1,1,6.13,0,8
1156,I sin roman forudså han tilsyneladende fremtiden,6,"roman, forudså, fremtiden",15.18096523,-3.759266334,1,1,1,1,1,1,1,1,1,1,0,1,6.13,0,8
1157,Han satsede desværre sin karriere på en tvivlsom plan,7,"satsede, karriere, plan",13.12211594,-7.489642958,1,1,1,1,1,0,1,1,1,1,1,1,5.13,1,8
1158,Hun har allerede erklæret at hun vil støtte vores parti,8,"erklæret, støtte, parti",14.82720564,-5.838299465,1,1,1,0,1,1,1,1,1,1,1,1,6.5,0,8
1159,Det er et system som godt kan øge ens chancer,9,"system, øge, chancer",9.855691309,-6.031515996,1,1,1,1,0,1,1,1,0,1,1,1,4.75,0,8
1160,De elsker især hendes fantasi og hendes humor,10,"elsker, fantasi, humor",11.78848579,-5.110059062,1,1,1,1,1,1,1,1,0,1,1,1,6.5,0,8
1161,Der er heldigvis mange mennesker der opfører sig fredeligt,1,"mennesker, opfører, fredeligt",35.84296921,-5.87000779,1,1,0,1,1,1,1,1,1,1,1,1,6.9,0,10
1162,Han er lykkelig fordi han er startet på sit første job,2,"lykkelig, startet, job",23.06136559,-6.199172402,1,1,1,1,1,1,1,1,1,1,1,1,6.6,0,10
1163,Min nabo har engang klædt sig ud som en dirigent,3,"nabo, klædt, dirigent",15.11596224,-4.724968947,1,1,1,1,1,1,1,1,1,1,1,1,6.25,0,8
1164,Jeg kan godt forstå hvorfor du underskrev den aftale,4,"forstå, underskrev, aftale",19.20716193,-7.650461544,1,1,1,1,1,1,1,1,1,1,1,1,6.78,0,9
1165,Det var praktisk at vi kunne sejle direkte gennem søen,5,"praktisk, sejle, søen",26.82474042,-7.76414872,1,1,1,1,1,1,1,1,1,1,1,1,5.1,0,10
1166,I oktober kan de forhåbentlig gennemføre afstemningen,6,"oktober, gennemføre, afstemningen",11.89904127,-4.391053607,1,1,1,1,1,1,1,1,1,1,1,1,6.4,0,10
1167,Vi har ellers allerede lejet nogle lokaler til sangerne,7,"lejet, lokaler, sangerne",6.34819023,-0.928777104,1,1,1,1,1,1,1,1,0,1,0,1,5.27,0,11
1168,De fokuserede mest på at målmanden havde scoret,8,"fokuserede, målmanden, scoret",11.51826075,-6.804593529,1,1,1,1,1,1,1,1,0,1,1,1,6.11,0,9
1169,Det var kongen som lige var ankommet til operaen,9,"kongen, ankommet, operaen",29.28668651,-5.877209338,1,1,1,1,1,1,1,1,1,1,1,1,6.1,0,10
1170,Vi har solgt en del plakater og fotografier i vores butik,10,"solgt, plakater, butik",11.27527046,-6.355004105,1,1,1,0,1,1,1,1,1,1,1,1,6.63,0,8
1171,Der var en forsvarsspiller der udtalte sig om stillingen,1,"forsvarsspiller, udtalte, stillingen",20.0100305,-7.155480603,1,1,0,1,1,1,1,1,1,1,1,1,5.88,0,8
1172,Den er nok først parat når lyset ikke længere blinker,2,"parat, lyset, blinker",13.41502121,-4.324076691,1,1,1,1,1,1,1,1,1,1,0,1,6.38,0,8
1173,Min kat havde placeret sig nøjagtig midt i sengen,3,"kat, placeret, sengen",19.20678126,-6.444112938,1,1,1,1,0,1,0,1,1,1,1,1,6,0,10
1174,Bestyrelsesformanden pegede på hvor vi skulle sidde,4,"bestyrelsesformanden, pegede, sidde",10.06782162,-7.239806637,1,1,1,1,1,0,1,1,1,1,1,1,6,0,11
1175,Det er imponerende at de selv fremstiller alle varerne,5,"imponerende, fremstiller, varerne",11.15616949,-3.929347909,1,1,1,1,1,0,1,1,1,1,0,1,6.8,0,10
1176,Inden turneringen skal vi lige hen og varme op i hallen,6,"turneringen, varme, hallen",19.44992073,-2.098905796,1,1,1,1,1,0,1,0,1,1,1,1,6.67,0,9
1177,Jeg har allerede sendt min analyse til instituttet,7,"sendt, analyse, instituttet",16.70470093,-6.480976076,1,1,1,1,1,1,1,1,1,1,1,1,6.6,0,10
1178,Hun vedkendte sig at hun savnede sin gamle stilling,8,"vedkendte, savnede, stilling",29.30741509,-4.123195023,1,1,1,1,1,1,1,0,1,1,1,1,5.2,0,10
1179,Det er en kunstner som har udvalgt de her sange,9,"kunstner, udvalgt, sange",246.2782391,-5.07035952,1,1,1,1,1,1,1,1,1,1,1,1,6,0,12
1180,Forandringerne udfordrede selvfølgelig vores traditioner,10,"forandringerne, udfordrede, traditioner",14.5390129,-2.333796588,1,1,1,1,1,1,1,1,0,1,1,1,5.78,0,9
1181,Der er nogle medier der specialiserer sig i nyheder,1,"medier, specialiserer, nyheder",8.473139087,-5.201752289,1,1,1,0,1,1,1,1,1,1,0,1,6.63,0,8
1182,Vi er først færdige når vi har malet alle kanterne,2,"færdige, malet, kanterne",24.462721,-4.191234404,1,1,1,1,0,1,1,1,1,1,1,1,7,0,9
1183,Forskere kan kun sjældent slippe helt for undervisning,3,"forskere, slippe, undervisning",9.649611326,-2.325203077,1,1,1,1,1,1,1,0,1,1,1,1,5.1,1,10
1184,Vi skal snakke om hvem der egentlig vandt løbet,4,"snakke, vandt, løbet",10.1647529,-5.593321109,1,1,1,1,1,1,1,1,0,1,1,1,5.89,0,9
1185,Det var naturligt at hun ville beskytte sin investering,5,"naturligt, beskytte, investering",7.45898664,-5.863153539,1,1,1,1,1,1,1,1,1,1,0,1,5.78,0,9
1186,På lørdag skal han faktisk optræde på mit teater,6,"lørdag, optræde, teater",10.97326225,-8.033368363,1,1,1,1,1,0,1,1,1,1,1,1,6.5,0,10
1187,De havde bragt vores bagage ned til banegården,7,"bragt, bagage, banegården",7.952088626,-4.846362522,0,1,1,1,1,1,1,1,1,1,0,0,6.63,0,8
1188,Jeg skal nok sørge for at hun kommer i børnehave,8,"sørge, kommer, børnehave",9.171525661,-4.891206048,1,1,1,1,1,1,1,1,1,1,0,1,6.88,0,8
1189,Det var en sælger som håndterede vores ordre,9,"sælger, håndterede, ordre",14.99056128,-3.414076242,1,1,1,1,1,1,1,1,0,1,1,1,6.9,0,10
1190,Han forsøger hovedsageligt at fange sild eller torsk,10,"forsøger, fange, torsk",11.46878013,-6.86210497,1,1,1,1,1,1,1,1,1,1,1,1,6.5,0,8
1191,Der var en eller anden fyr der rørte ved malerierne,1,"fyr, rørte, malerierne",15.24503931,-2.578489492,1,1,1,1,1,1,1,1,1,1,0,1,6.5,0,10
1192,Hun var målrettet fordi hun ville forfølge sin drøm,2,"målrettet, forfølge, drøm",17.24011866,-4.358566861,1,1,1,1,1,1,1,1,1,1,1,1,6,0,9
1193,Min mand droppede rent faktisk ud af universitetet,3,"mand, droppede, universitetet",23.37761233,-5.528639292,1,1,1,1,1,1,1,1,1,1,0,1,6.8,0,10
1194,De har heldigvis fortalt os hvor vi skal skifte tog,4,"fortalt, skifte, tog",13.55552248,-6.117134228,1,1,1,1,1,1,1,1,1,1,1,1,6.44,0,9
1195,Det er mærkeligt at de vil hæve ydelserne igen,5,"mærkeligt, hæve, ydelserne",4.981008635,-4.145705191,1,1,1,1,1,1,1,1,1,1,1,1,6.7,1,10
1196,Inden weekenden skal vi have afgjort begge sager,6,"weekenden, afgjort, sager",15.15497275,-3.910554343,1,1,1,1,1,1,1,1,0,1,1,1,6.38,0,8
1197,I skal altså fylde hele containeren med fyrværkeri,7,"fylde, containeren, fyrværkeri",18.29823849,-4.631421812,1,1,1,1,1,1,1,1,1,1,1,0,5.89,1,9
1198,Jeg føler egentlig at vi snart nærmer os en afslutning,8,"føler, nærmer, afslutning",21.56818475,-7.324768036,1,1,1,1,1,1,1,1,1,1,0,1,6.11,1,9
1199,Det er den her kommentar som havnede på internettet,9,"kommentar, havnede, internettet",30.5245767,-1.977577707,1,1,1,1,1,0,1,1,0,1,1,1,6.11,1,9
1200,De rådede os til at melde os ind en fagforening,10,"rådede, melde, fagforening",16.68191323,-5.407079643,1,1,1,1,0,1,1,1,0,1,1,1,5.67,0,9
